序号,申请人,单位,院系,高校名称,人才称号,入选年份,数据来源,原始链接
324,张睿喆,中国农业科学院深圳农业基因组研究所,深圳农业基因组研究所,中国农业科学院,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
325,刘一峰,中山大学,大气科学学院,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
326,吴勇,中山大学,附属第一医院肾内科,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
327,郭志勇,中山大学,附属第一医院器官移植科,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
328,胡博,重庆大学,土木工程学院,重庆大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
329,郝博,重庆大学,电气工程学院,重庆大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
330,顾劲扬,重庆医科大学,附属第一医院肝胆外科,重庆医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
331,侯波,重庆医科大学,附属第一医院,重庆医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
332,张菲,中国农业大学,草业学院,中国农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
333,王春,中国农业大学,草业学院,中国农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
334,张睿喆,中国农业科学院深圳农业基因组研究所,深圳农业基因组研究所,中国农业科学院,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
335,刘一峰,中山大学,大气科学学院,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
336,吴勇,中山大学,附属第一医院肾内科,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
337,郭志勇,中山大学,附属第一医院器官移植科,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
338,胡博,重庆大学,土木工程学院,重庆大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
339,郝博,重庆大学,电气工程学院,重庆大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
340,顾劲扬,重庆医科大学,附属第一医院肝胆外科,重庆医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
341,侯波,重庆医科大学,附属第一医院,重庆医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
342,张菲,中国农业大学,草业学院,中国农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
343,王春,中国农业大学,草业学院,中国农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
344,张睿喆,中国农业科学院深圳农业基因组研究所,深圳农业基因组研究所,中国农业科学院,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
345,刘一峰,中山大学,大气科学学院,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
346,吴勇,中山大学,附属第一医院肾内科,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
347,郭志勇,中山大学,附属第一医院器官移植科,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
348,胡博,重庆大学,土木工程学院,重庆大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
349,郝博,重庆大学,电气工程学院,重庆大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
350,顾劲扬,重庆医科大学,附属第一医院肝胆外科,重庆医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
351,侯波,重庆医科大学,附属第一医院,重庆医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
352,张菲,中国农业大学,草业学院,中国农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
353,王春,中国农业大学,草业学院,中国农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
354,张睿喆,中国农业科学院深圳农业基因组研究所,深圳农业基因组研究所,中国农业科学院,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
355,刘一峰,中山大学,大气科学学院,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
356,吴勇,中山大学,附属第一医院肾内科,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
357,郭志勇,中山大学,附属第一医院器官移植科,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
358,胡博,重庆大学,土木工程学院,重庆大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
359,郝博,重庆大学,电气工程学院,重庆大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
360,顾劲扬,重庆医科大学,附属第一医院肝胆外科,重庆医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
361,侯波,重庆医科大学,附属第一医院,重庆医科大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
362,张菲,中国农业大学,草业学院,中国农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
363,王春,中国农业大学,草业学院,中国农业大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
364,张睿喆,中国农业科学院深圳农业基因组研究所,深圳农业基因组研究所,中国农业科学院,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
365,刘一峰,中山大学,大气科学学院,中山大学,国家杰出青年科学基金获得者,2025,科学家之家公众号,https://zhuanlan.zhihu.com/p/xxxx
