序号,申请人,单位,院系,高校名称,人才称号,入选年份,数据来源,原始链接
21,沈典,东南大学,计算机科学与工程学院,东南大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
22,张薇,东南大学,医学院,东南大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
23,储升,东南大学,能源与环境学院,东南大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
24,吴敏亮,福建农林大学,园艺学院,福建农林大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
25,李金全,复旦大学,生命科学学院,复旦大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
26,王轲,复旦大学,生命科学学院,复旦大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
27,秦伯韡,复旦大学,智能复杂体系实验室,复旦大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
28,尤佳,复旦大学,类脑智能科学与技术研究院,复旦大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
29,任汝飞,复旦大学,数学科学学院,复旦大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
30,杜佳慧,复旦大学,附属口腔医院,复旦大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
31,时颖超,广东省智能科学与技术研究院,广东省智能科学与技术研究院,广东省科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
32,张伟,广州海洋地质调查局,广州海洋地质调查局,广州海洋地质调查局,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
33,李昌正,广州医科大学附属第五医院,广州医科大学附属第五医院,广州医科大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
34,刘超,广州医科大学附属广州市妇女儿童医疗中心,广州医科大学附属广州市妇女儿童医疗中心,广州医科大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
35,高永,广州中医药大学,科技创新中心,广州中医药大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
36,姚露露,广州中医药大学,针灸康复临床医学院,广州中医药大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
37,孔凡圣,国家海洋局第二海洋研究所,国家海洋局第二海洋研究所,国家海洋局,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
38,王召健,国家海洋局第二海洋研究所,国家海洋局第二海洋研究所,国家海洋局,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
39,张国强,哈尔滨工业大学,电气工程及自动化学院,哈尔滨工业大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
40,刘芳华,河北大学,生命科学学院,河北大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
41,柯小龙,河南大学,生命科学学院,河南大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
42,王博,河南大学,未来技术学院,河南大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
43,陈苗苗,湖北大学,化学化工学院、食品安全研究院,湖北大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
44,李甲,湖南大学,机械与运载工程学院,湖南大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
45,刘益萍,湖南大学,信息科学与工程学院,湖南大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
46,李学宝,华北电力大学,电气与电子工程学院,华北电力大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
47,马津海,华南理工大学,未来健康研究院,华南理工大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
48,朱东厂,华中科技大学,电气与电子工程学院,华中科技大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
49,唐广,华中科技大学,软件学院,华中科技大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
50,魏玉龙,华中科技大学,同济医学院附属协和医院骨科,华中科技大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
51,何立新,华中科技大学,物理学院,华中科技大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
52,李亮,华中科技大学,物理学院,华中科技大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
53,吴浩,华中农业大学,动物科学技术学院、动物医学院,华中农业大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
54,彭忠,华中农业大学,动物科学技术学院、动物医学院,华中农业大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
55,刘鑫,华中农业大学,动物科学技术学院、动物医学院,华中农业大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
56,陆敏,吉林大学,电子科学与工程学院,吉林大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
57,姜志锋,江苏大学,化学化工学院,江苏大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
58,迟象阳,军事医学研究院,军事医学研究院,军事医学研究院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
59,吴敏,军事医学研究院,军事医学研究院,军事医学研究院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
60,涂海情,军事医学研究院,军事医学研究院,军事医学研究院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
61,李绍元,昆明理工大学,冶金与能源工程学院,昆明理工大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
62,谭惠子,南昌大学,食品学院,南昌大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
63,邵鹏辉,南昌航空大学,环境与化学工程学院,南昌航空大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
64,谢晓灵,南方医科大学,珠江医院血液内科,南方医科大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
65,汤苏安,南方医科大学,珠江医院骨科,南方医科大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
66,缪泽峰,南京医科大学,药学院,南京医科大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
67,胡泽华,南京大学,电子学院,南京大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
68,朱琳,南京工业大学,柔性电子学院,南京工业大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
69,张玉书,江西财经大学,计算机科学与技术学院,江西财经大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
70,姜波,南京师范大学,数学科学学院,南京师范大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
71,侯淇彬,南开大学,计算机学院,南开大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
72,鄢秋龙,南医五院,南医五院,南方医科大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
73,陈夏,宁波大学,附属第一医院,宁波大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
74,王雅婷,清华大学,基础医学院,清华大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
75,张惠敏,厦门大学,嘉庚创新实验室,厦门大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
76,张海,厦门大学,生命科学学院,厦门大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
77,王波,厦门大学,生命科学学院,厦门大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
78,郑越,厦门大学,环境与生态学院,厦门大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
79,李思泰,厦门大学,数学科学学院,厦门大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
80,常洪雷,山东大学,齐鲁交通学院,山东大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
81,王菊琼,山东大学,基础医学院,山东大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
82,王兵,山东大学,机械工程学院,山东大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
83,卢德晶,上海辰山植物园,上海辰山植物园,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
84,许晶品,上海海洋大学,海洋科学与生态环境学院,上海海洋大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
85,罗敏,上海海洋大学,海洋科学与生态环境学院,上海海洋大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
86,刘一为,上海交通大学,医学院附属上海儿童医学中心,上海交通大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
87,曹浈萍,上海交通大学,附属仁济医院,上海交通大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
88,孙翔,上海纽约大学,上海纽约大学,上海纽约大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
89,王寒霄,深圳大学,数学科学学院,深圳大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
90,张媛媛,深圳大学,土木与交通工程学院,深圳大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
91,殷勤,深圳理工大学,药学院,深圳理工大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
92,朱光旭,深圳市大数据研究院,深圳市大数据研究院,深圳市大数据研究院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
93,殷志斌,深圳先进光源研究院,深圳先进光源研究院,深圳先进光源研究院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
94,宾正杨,四川大学,化学学院,四川大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
95,冯良文,四川大学,化学学院,四川大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
96,徐鹏,天津大学,地球系统科学学院,天津大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
97,张发光,天津大学,化学系,天津大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
98,李忠磊,天津大学,电气自动化与信息工程学院,天津大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
99,陈怀震,同济大学,海洋与地球科学学院,同济大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
100,王林涛,温州医科大学,附属第一医院,温州医科大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
101,肖淞,武汉大学,电气与自动化学院,武汉大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
102,原亚南,武汉大学,土木建筑学院,武汉大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
103,黄兴,武汉大学,高等研究院,武汉大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
104,易红,武汉大学,水利水电学院,武汉大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
105,尹家波,武汉大学,水利水电学院,武汉大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
106,王巍,武汉大学,计算机学院,武汉大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
107,沈易,西安电子科技大学,集成电路学院、杭州研究院,西安电子科技大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
108,唐中,西安电子科技大学,集成电路学院、杭州研究院,西安电子科技大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
109,刘衍,西安建筑科技大学,建筑学院,西安建筑科技大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
110,王钦阳,西安交通大学,第一附属医院,西安交通大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
111,赵世杰,西北工业大学,自动化学院,西北工业大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
112,陈宁博,西北农林科技大学,动物科技学院,西北农林科技大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
113,白越,西湖大学,生命科学学院,西湖大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
114,张越,西湖大学,工学院,西湖大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
115,廖凯,西南交通大学,电气工程学院,西南交通大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
116,肖笛,西南石油大学,机械与技术学院,西南石油大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
117,朱平安,香港城市大学,智能交通系统,香港城市大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
118,贾帅,香港科技大学（广州）,功能枢纽可持续能源与环境,香港科技大学（广州）,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
119,郭浩鑫,香港科技大学（广州）,功能枢纽可持续能源与环境,香港科技大学（广州）,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
120,崔建波,香港理工大学,应用数学系,香港理工大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
121,高品,香港中文大学（深圳）,数据科学学院,香港中文大学（深圳）,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
122,仝柯,燕山大学,材料科学与工程学院,燕山大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
123,马斌,扬州大学,农学院,扬州大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
124,穆青翼,长安大学,地质工程与测绘学院,长安大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
125,叶承晋,浙江大学,电气工程学院,浙江大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
126,史吏,浙江工业大学,滨海软土智能建造研究院,浙江工业大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
127,沈英,浙江工业大学,信息工程学院,浙江工业大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
128,刘娜,浙江省农业科学院蔬菜研究所,浙江省农业科学院蔬菜研究所,浙江省农业科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
129,高超,浙江师范大学,物流电子信息工程学院,浙江师范大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
130,蔡金孟,郑州大学,化学学院,郑州大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
131,俞宙星,中国地震局地质研究所,中国地震局地质研究所,中国地震局,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
132,李彦川,中国地震局地质研究所,中国地震局地质研究所,中国地震局,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
133,薛胜超,中国地质大学（北京）,中国地质大学（北京）,中国地质大学（北京）,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
134,曾玉川,中国地质大学（北京）,中国地质大学（北京）,中国地质大学（北京）,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
135,王青,中国地质大学（北京）,材料与化学学院,中国地质大学（北京）,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
136,金成滨,中国计量大学,中国计量大学,中国计量大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
137,姚雨,中国科学技术大学,化学与材料科学学院,中国科学技术大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
138,陆熹,中国科学技术大学,化学与材料科学学院,中国科学技术大学,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
139,刘心昱,中国科学院大连化学物理研究所,中国科学院大连化学物理研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
140,李旭宁,中国科学院大连化学物理研究所,中国科学院大连化学物理研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
141,崔晓菊,中国科学院大连化学物理研究所,中国科学院大连化学物理研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
142,耿柠波,中国科学院大连化学物理研究所,中国科学院大连化学物理研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
143,罗能超,中国科学院大连化学物理研究所,中国科学院大连化学物理研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
144,乔庆龙,中国科学院大连化学物理研究所,中国科学院大连化学物理研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
145,龚海楠,中国科学院大气物理研究所,中国科学院大气物理研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
146,曾小家,中国科学院地球化学研究所,中国科学院地球化学研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
147,宋伟,中国科学院海洋研究所,中国科学院海洋研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
148,徐伟,中国科学院金属研究所,中国科学院金属研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
149,张龙,中国科学院金属研究所,中国科学院金属研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
150,谭浩,中国科学院金属研究所,中国科学院金属研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
151,刘磊,中国科学院南京地理与湖泊研究所,中国科学院南京地理与湖泊研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
152,高洁,中国科学院青岛生物能源与过程研究所,中国科学院青岛生物能源与过程研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
153,许驰,中国科学院沈阳自动化研究所,中国科学院沈阳自动化研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
154,李淼淼,中国科学院遗传与发育生物学研究所,中国科学院遗传与发育生物学研究所,中国科学院,国家优秀青年科学基金获得者,2025,科学家之家公众号2025年优青公示,https://zhuanlan.zhihu.com/p/xxxxxx
